collection,judge,budget_full_eq,eps,method,draw,pilot,v_pilot,v_pilot_ref,slack_pilot,sb2_pilot,n_queries,n_train,cand,slack_xfit,slack_c0,sb2_c0,slack_c1,sb2_c1,v_pilot_c0,v_pilot_c1,v_pilot_ref_c0,v_pilot_ref_c1
cast19,inv,15,0.01,uniform,0,1005,0.47522986833251685,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.5250334407814999,0.4254262958835338,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,uniform_nz,0,1005,0.32671605015342625,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.3534991265032617,0.29993297380359085,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,weighted,0,1005,0.12940855967309237,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.14897162946128828,0.10984548988489647,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,active_judge,0,1005,0.26976198461351647,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.3096332610378243,0.2298907081892087,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,strat_pilot,0,1005,0.12946924237826624,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.14948795395574072,0.10945053080079177,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,weighted_cv,0,1005,0.1724907984520832,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.21554573227914306,0.1294358646250233,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,active_cv,0,1005,0.3581844231837347,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.4516209388024981,0.26474790756497146,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,weighted_cvl,0,1005,0.12940855967309237,0.12940855967309237,0.03664280039830248,0.006583857153198606,159,20,1,-0.014364722780273323,0.10300089056081371,0.014522234987560756,0.03664280039830248,0.006583857153198606,0.14897162946128828,0.10984548988489647,0.14897162946128828,0.10984548988489647
cast19,inv,15,0.01,uniform,1,935,0.134547955036469,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.05999834050850241,0.20909756956443554,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,uniform_nz,1,935,0.05478377471627503,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.027411315936423136,0.08215623349612694,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,weighted,1,935,0.044275727504916124,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.027576157402476247,0.060975297607356004,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,active_judge,1,935,0.11277372671710076,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.05918888155914369,0.16635857187505781,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,strat_pilot,1,935,0.04415071259380049,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.027578890816160384,0.060722534371440595,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,weighted_cv,1,935,0.04970321866674737,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.031347624112170985,0.06805881322132376,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,active_cv,1,935,0.11699713266828633,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.062053584488042324,0.17194068084853034,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,weighted_cvl,1,935,0.04444791879161846,0.044275727504916124,0.02266824214906056,0.0029885784947733473,159,20,2,0.02149166108740076,0.02266824214906056,0.0029885784947733473,0.04902223901567689,0.014565655708336109,0.027920539975880933,0.060975297607356004,0.027576157402476247,0.060975297607356004
cast19,inv,15,0.01,uniform,2,951,0.730054489673025,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.7450527144550537,0.7150562648909967,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,uniform_nz,2,951,0.4095694185471765,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.41772498585509965,0.40141385123925355,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,weighted,2,951,0.07581764372451588,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.08225294435040306,0.06938234309862869,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,active_judge,2,951,0.17907313597872654,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.189037142705421,0.16910912925203211,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,strat_pilot,2,951,0.07580854095499,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.08222016068497694,0.06939692122500306,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,weighted_cv,2,951,0.08906293244856199,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.0997176032126103,0.07840826168451363,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,active_cv,2,951,0.20161702264105638,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.2265711669312424,0.17666287835087047,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,weighted_cvl,2,951,0.07581764372451588,0.07581764372451588,0.021871622959084264,0.015743083347755676,159,20,1,-0.004259745672284368,0.04992924648998818,0.02340799597392455,0.021871622959084264,0.015743083347755676,0.08225294435040306,0.06938234309862869,0.08225294435040306,0.06938234309862869
cast19,inv,15,0.01,uniform,3,951,0.10074899599675038,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.04987620539571763,0.15162178659778314,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,uniform_nz,3,951,0.04817628237858591,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.02391544845306461,0.07243711630410721,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,weighted,3,951,0.0414266998458512,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.02589178950118088,0.056961610190521525,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,active_judge,3,951,0.12641589960112348,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.06452789598375944,0.1883039032184875,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,strat_pilot,3,951,0.041364352081549455,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.026079003925987575,0.056649700237111314,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,weighted_cv,3,951,0.050106111168022396,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.0337155517978573,0.0664966705381875,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,active_cv,3,951,0.14270710699531258,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.07471548431872635,0.21069872967189882,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,weighted_cvl,3,951,0.0414266998458512,0.0414266998458512,0.03280239952685772,0.009956825327984078,159,20,2,0.032802399526857734,0.0420008765949505,0.004091532343729558,0.03280239952685772,0.009956825327984078,0.02589178950118088,0.056961610190521525,0.02589178950118088,0.056961610190521525
cast19,inv,15,0.01,uniform,4,997,0.1445746288476007,0.05135055440464263,0.018604924720737756,0.010984686106095234,159,20,2,-0.00599617206689154,0.04615121999033355,0.004927180630177513,0.018604924720737756,0.010984686106095234,0.07853888729373627,0.2106103704014651,0.03598484534653301,0.06671626346275225
cast19,inv,15,0.01,uniform_nz,4,997,0.05853154589442142,0.05135055440464263,0.018604924720737756,0.010984686106095234,159,20,2,-0.00599617206689154,0.04615121999033355,0.004927180630177513,0.018604924720737756,0.010984686106095234,0.0336367682630188,0.08342632352582403,0.03598484534653301,0.06671626346275225
cast19,inv,15,0.01,weighted,4,997,0.05135055440464263,0.05135055440464263,0.018604924720737756,0.010984686106095234,159,20,2,-0.00599617206689154,0.04615121999033355,0.004927180630177513,0.018604924720737756,0.010984686106095234,0.03598484534653301,0.06671626346275225,0.03598484534653301,0.06671626346275225
cast19,inv,15,0.01,active_judge,4,997,0.12720474194221323,0.05135055440464263,0.018604924720737756,0.010984686106095234,159,20,2,-0.00599617206689154,0.04615121999033355,0.004927180630177513,0.018604924720737756,0.010984686106095234,0.09002706131807361,0.16438242256635283,0.03598484534653301,0.06671626346275225
